Run,Entropy,Contrast,Homogeneity
0,2.3757957048961953,0.568359375,0.70849609375
1,2.5293165326548994,0.525390625,0.34375
2,2.41265128182034,0.45556640625,0.307861328125
3,2.4610170655353683,0.52490234375,0.2923990885416667
4,2.4048227259397725,0.4892578125,0.2727864583333333
5,2.2627629944613457,0.3701171875,0.279296875
6,2.311575652308519,0.4541015625,0.25146484375
7,2.211327698307524,0.38134765625,0.247314453125
8,2.230641999482068,0.376953125,0.23844401041666666
9,2.1810500268224753,0.4365234375,0.208984375
10,2.141390498073046,0.396484375,0.19580078125
11,2.082975488803631,0.39013671875,0.19083658854166666
12,2.082192157940137,0.36474609375,0.19669596354166666
13,2.0728826175927195,0.39501953125,0.18758138020833334
14,1.9489046216906922,0.275390625,0.19710286458333334
15,2.003682644910028,0.33544921875,0.18448893229166666
16,1.8459134543949391,0.25927734375,0.17472330729166666
17,1.9387094186105684,0.32275390625,0.16512044270833334
18,1.9306312953578737,0.33056640625,0.17390950520833334
19,1.9431044896033078,0.3134765625,0.171875
20,1.9040517778812494,0.3056640625,0.16813151041666666
21,1.8463116967777768,0.2607421875,0.16829427083333334
22,1.7436094532661468,0.236328125,0.1572265625
23,1.7645089989620193,0.255859375,0.150390625
24,1.7885565595645132,0.26220703125,0.15372721354166666
25,1.7881686938327377,0.2568359375,0.16145833333333334
26,1.8282357894814039,0.26171875,0.15673828125
27,1.8686889085917326,0.29638671875,0.15275065104166666
28,1.8120912261581321,0.28515625,0.1474609375
29,1.7081383418612284,0.2431640625,0.142578125
30,1.7607016512359246,0.2666015625,0.14762369791666666
31,1.7518955603588604,0.2548828125,0.14583333333333334
32,1.7414922614165758,0.2578125,0.140625
33,1.763617790504697,0.28857421875,0.13712565104166666
34,1.6682701033565124,0.23681640625,0.136962890625
35,1.701958167920685,0.28271484375,0.12703450520833331
36,1.6180683110107545,0.2314453125,0.12841796875
37,1.6740239263895202,0.26416015625,0.12312825520833333
38,1.6417694839549053,0.26318359375,0.12508138020833331
39,1.601132209496508,0.22314453125,0.12540690104166669
40,1.6495428182808596,0.2529296875,0.12320963541666667
41,1.6291431787434973,0.2626953125,0.12093098958333333
42,1.5722400690350098,0.23828125,0.11246744791666667
43,1.5632168653711824,0.22119140625,0.12166341145833333
44,1.56094053777335,0.2021484375,0.12093098958333333
45,1.6025136276199243,0.22998046875,0.12556966145833331
46,1.5729662935929658,0.22021484375,0.119384765625
47,1.6527547157253086,0.29150390625,0.12003580729166667
48,1.5749124166903488,0.2177734375,0.11881510416666667
49,1.6214105656750881,0.25537109375,0.120361328125
50,1.6647262008147943,0.2529296875,0.1298828125
51,1.5422504076447041,0.24267578125,0.112548828125
52,1.5379694749741915,0.20263671875,0.118896484375
53,1.585943062388731,0.2099609375,0.13037109375
54,1.6256450245444523,0.24853515625,0.12410481770833333
55,1.6371834665765708,0.27001953125,0.119873046875
56,1.5853932059617513,0.216796875,0.12223307291666667
57,1.5404246209073142,0.2138671875,0.11930338541666667
58,1.516868575370733,0.2080078125,0.11328125
59,1.615804480208972,0.255859375,0.12060546875
60,1.5457912497458046,0.22607421875,0.11124674479166667
61,1.4828063817560793,0.189453125,0.12036132812500001
62,1.502958290913976,0.22607421875,0.10628255208333334
63,1.4799167407235854,0.2421875,0.1015625
64,1.4544244789804623,0.21484375,0.1005859375
65,1.3273962798691126,0.2099609375,0.08072916666666667
66,1.3462398152684758,0.17041015625,0.091064453125
67,1.466530985492046,0.21826171875,0.10115559895833333
68,1.395655512742365,0.17919921875,0.09464518229166667
69,1.3737143977832373,0.20166015625,0.09285481770833333
70,1.3471465601165054,0.197265625,0.08642578125
71,1.320532087790644,0.193359375,0.08333333333333333
72,1.3432828944919128,0.1787109375,0.09000651041666667
73,1.3115910810739142,0.21875,0.07796223958333333
74,1.3755357764206966,0.1904296875,0.09342447916666667
75,1.3043117842042418,0.1708984375,0.0849609375
76,1.3382717718703439,0.19482421875,0.08634440104166667
77,1.1850936575235669,0.13525390625,0.07576497395833333
78,1.2920441907420914,0.2021484375,0.07698567708333333
79,1.1210813216414677,0.13623046875,0.07316080729166667
80,1.2780381979957678,0.15673828125,0.089599609375
81,1.1659765373988584,0.1416015625,0.07161458333333333
82,1.23565403193741,0.17431640625,0.07771809895833333
83,1.2059167975255523,0.1611328125,0.07438151041666667
84,1.297902978854947,0.18017578125,0.08146158854166667
85,1.183530197644487,0.1513671875,0.07405598958333333
86,1.1696488584088425,0.1376953125,0.07552083333333333
87,1.227025233055437,0.16943359375,0.07706705729166667
88,1.1465382230682275,0.13037109375,0.071533203125
89,1.19183373352249,0.14794921875,0.07625325520833333
90,1.0592798487232487,0.1279296875,0.06477864583333333
91,1.1083510601249376,0.14404296875,0.06648763020833333
92,1.1366086514258766,0.13525390625,0.074462890625
93,1.1294771934868582,0.12548828125,0.07413736979166667
94,1.0894948883070126,0.1328125,0.06754557291666667
95,1.1383321018309989,0.1455078125,0.0712890625
96,1.0580091330761145,0.115234375,0.06673177083333333
97,1.0612387198742144,0.13134765625,0.059651692708333336
98,1.0350765234226822,0.11474609375,0.060465494791666664
99,1.1215302299840622,0.13818359375,0.067138671875
100,1.1356540504759465,0.1318359375,0.07454427083333333
