Run,Entropy,Contrast,Homogeneity
0,2.4647160040057696,0.5864260253866873,0.696459196894674
1,2.4513186253225197,0.4695488782438993,0.32053784078751424
2,2.3461587627639084,0.41895292011419166,0.29253963645747644
3,2.391540964409457,0.45083950258866795,0.28362042547700844
4,2.3199891521032305,0.4246947629876937,0.2665803777358429
5,2.3086240064385986,0.43251721746423444,0.25318408842868123
6,2.2633204570025867,0.4172513346558926,0.24057945301957492
7,2.2213612025198914,0.4087998580668054,0.22981618576044474
8,2.187156512848187,0.39019531943033176,0.22375714370198332
9,2.15274740183643,0.38051805616038453,0.2158096912415391
10,2.1351080466026318,0.383372848825019,0.20763778003580588
