Run,Entropy,Contrast,Homogeneity
0,2.1735177490751973,0.48444444444444446,0.7281481481481481
1,2.5264742766365513,0.4955555555555556,0.35888888888888887
2,2.4446287339916335,0.4666666666666667,0.37111111111111106
3,2.521598019121995,0.5022222222222222,0.3140740740740741
4,2.4812672148162402,0.43333333333333335,0.31074074074074065
5,2.5299174576312433,0.64,0.2740740740740741
6,2.166182081312625,0.28,0.3192592592592592
7,2.4035114723846793,0.4911111111111111,0.27629629629629626
8,2.3425595766102023,0.4644444444444445,0.25
9,2.3027063469704316,0.3733333333333334,0.26296296296296295
10,2.435608104718683,0.5088888888888888,0.2714814814814815
