Run,Entropy,Contrast,Homogeneity
0,2.4517947881399262,0.5825636884888954,0.6987853522523831
1,2.4483812190847134,0.46297539555813605,0.3198426235060724
2,2.3586204104996953,0.4279331180142256,0.29222386534088174
3,2.384414433449989,0.45099524604441865,0.28182458750665323
4,2.328855293828906,0.4315394106546669,0.2644221464169933
5,2.305894941969584,0.4325691319494848,0.2521448746794407
6,2.2482907978937017,0.40433118014225583,0.24191041273527852
7,2.2222243752801605,0.3999038321962549,0.23256126917307784
8,2.1903115047450905,0.3904866453766874,0.2225430335801035
9,2.157901742589126,0.38448976629409204,0.21477173755262013
10,2.122763167122356,0.3727817898098418,0.20794170658537767
