Run,Entropy,Contrast,Homogeneity
0,1.9775378204871665,0.40816326530612246,0.7585034013605443
1,2.3847235972364325,0.7142857142857143,0.2517006802721088
2,1.9463481548757007,0.3571428571428571,0.18537414965986393
3,2.2415735014064215,0.4387755102040817,0.20918367346938777
4,2.1137698949770902,0.326530612244898,0.20748299319727892
5,1.7953339135165995,0.23469387755102042,0.1989795918367347
6,2.3767718919212837,0.5816326530612245,0.20238095238095236
7,1.651364938923603,0.22448979591836735,0.15306122448979592
8,2.1441826499908263,0.346938775510204,0.19727891156462585
9,1.9421424571190589,0.23469387755102042,0.21938775510204084
10,2.0520633317078687,0.41836734693877553,0.1785714285714286
