Run,Entropy,Contrast,Homogeneity
0,2.473216789137943,0.5844735276621057,0.6972907991275034
1,2.4521181026748846,0.47181737061273055,0.313441899662899
2,2.384393417222107,0.4440809042236764,0.2925589926630974
3,2.3869915222851876,0.4547144556811421,0.2830160618679359
4,2.303281970935136,0.3970107079119571,0.2739440809042236
5,2.356105961633315,0.44616299821534794,0.25904719413047783
6,2.2564741941382946,0.40697501487209997,0.24327037477691846
7,2.240424675433751,0.4143367043426532,0.23479327781082687
8,2.147806349328192,0.3552944675788221,0.22760509617291294
9,2.221979902947545,0.40489292088042833,0.22522556018243112
10,2.142426459943915,0.38317965496728135,0.20991969066032123
