Run,Entropy,Contrast,Homogeneity
0,2.301264286325753,0.57275390625,0.7623697916666666
1,0.5943509017842026,0.0673828125,0.02490234375
2,0.4818016131351089,0.06005859375,0.017496744791666668
3,0.5134351209003692,0.0615234375,0.020182291666666668
4,0.48331383759369123,0.05908203125,0.017985026041666668
5,0.5116680989220634,0.05224609375,0.020914713541666668
6,0.5618788904278023,0.0595703125,0.02587890625
7,0.5528727038250186,0.04931640625,0.026123046875
8,0.5970616692040139,0.068359375,0.027669270833333332
9,0.6686183248093536,0.07421875,0.03255208333333333
10,0.6732526599381619,0.07470703125,0.031656901041666664
