Run,Entropy,Contrast,Homogeneity
0,2.4131432301180165,0.48583984375,0.606689453125
1,2.6738743210800515,0.611328125,0.4952799479166667
2,2.5228217831193507,0.51708984375,0.389404296875
3,2.5559347546708544,0.517578125,0.3474934895833333
4,2.524558777507198,0.5078125,0.3324381510416667
5,2.3856009605786217,0.43115234375,0.317138671875
6,2.4841826956166306,0.53466796875,0.3109537760416667
7,2.435348736745673,0.4716796875,0.2861328125
8,2.2761757942930325,0.365234375,0.27880859375
9,2.3161932684788624,0.44189453125,0.261474609375
10,2.296587213291693,0.46923828125,0.239501953125
