Run,Entropy,Contrast,Homogeneity
0,2.2881025602704037,0.36767578125,0.4095865885416667
1,2.749902184937057,0.68603515625,0.42749023437499994
2,2.4503475754983484,0.46435546875,0.3446451822916667
3,2.5505826643130636,0.5546875,0.3330078125
4,2.460506012197724,0.47412109375,0.3194173177083333
5,2.4106044311417048,0.43408203125,0.3070475260416667
6,2.4932659399755965,0.49365234375,0.3133951822916667
7,2.3651849286984516,0.470703125,0.27685546875
8,2.2845253740222935,0.43798828125,0.24210611979166666
9,2.323322978092034,0.4697265625,0.24186197916666666
10,2.2622469127480507,0.39013671875,0.24080403645833334
